StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Informed Consent,F_FB_C_D_1,F_FB_C_D_2,F_FB_C_D_3,F_FB_C_D_4,F_FB_C_D_5,F_FB_C_S_1,F_FB_C_S_2,F_FB_C_S_3,F_FB_C_S_4,F_FB_C_S_5,F_L_C_S_1,F_L_C_S_2,F_L_C_S_3,F_L_C_S_4,F_L_C_S_5,F_L_C_D_1,F_L_C_D_2,F_L_C_D_3,F_L_C_D_4,F_L_C_D_5,F_FB_D_D_1,F_FB_D_D_2,F_FB_D_D_3,F_FB_D_D_4,F_FB_D_D_5,F_FB_D_S_1,F_FB_D_S_2,F_FB_D_S_3,F_FB_D_S_4,F_FB_D_S_5,F_L_D_D_1,F_L_D_D_2,F_L_D_D_3,F_L_D_D_4,F_L_D_D_5,F_L_D_S_1,F_L_D_S_2,F_L_D_S_3,F_L_D_S_4,F_L_D_S_5,Fcontrol_1,Fcontrol_2,Fcontrol_3,Fcontrol_4,Fcontrol_5,MControl_1,MControl_2,MControl_3,MControl_4,MControl_5,M_FB_C_D_1,M_FB_C_D_2,M_FB_C_D_3,M_FB_C_D_4,M_FB_C_D_5,M_FB_C_S_1,M_FB_C_S_2,M_FB_C_S_3,M_FB_C_S_4,M_FB_C_S_5,M_L_C_D_1,M_L_C_D_2,M_L_C_D_3,M_L_C_D_4,M_L_C_D_5,M_L_D_S_1,M_L_D_S_2,M_L_D_S_3,M_L_D_S_4,M_L_D_S_5,M_L_C_S_1,M_L_C_S_2,M_L_C_S_3,M_L_C_S_4,M_L_C_S_5,M_L_D_D_1,M_L_D_D_2,M_L_D_D_3,M_L_D_D_4,M_L_D_D_5,M_FB_D_S_1,M_FB_D_S_2,M_FB_D_S_3,M_FB_D_S_4,M_FB_D_S_5,M_FB_D_D_1,M_FB_D_D_2,M_FB_D_D_3,M_FB_D_D_4,M_FB_D_D_5,Age,Country,Gender,Socialmedia,Selfietaking,Country - Topics,FL_6_DO,FemaleStimulus_DO,MaleStimulus_DO
09/05/2018 05:36,09/05/2018 05:56,IP Address,100,1244,TRUE,09/05/2018 05:56,R_3qVCDLP4RNOwGYG,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Neither well nor badly,Well,Neither well nor badly,Neither well nor badly,Well,Not well,Well,Neither well nor badly,Neither well nor badly,Well,Not well,Not well,Well,Neither well nor badly,Neither well nor badly,Very well,Not at all well,Not at all well,Well,Neither well nor badly,Well,Not at all well,,Well,Neither well nor badly,Neither well nor badly,Not well,Neither well nor badly,Well,Well,Well,Not at all well,Not at all well,Neither well nor badly,Not well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Neither well nor badly,Not at all well,Not well,Very well,Not well,Not well,Very well,Well,Not at all well,Very well,Not at all well,Well,Not well,Not at all well,Very well,Well,Not well,Not well,Well,Not well,Not well,Neither well nor badly,Well,Well,Not well,Well,Not well,Very well,Neither well nor badly,Neither well nor badly,Well,Not well,Neither well nor badly,,Not well,Not well,Well,Very well,Not well,Well,Not at all well,Well,Very well,Not well,Very well,24,England,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Several times a week,,FemaleStimulus|MaleStimulus,F_FB_D_S|F_L_C_D|F_FB_C_S|Fcontrol|F_FB_C_D|F_L_D_D|F_L_C_S|F_FB_D_D|F_L_D_S,M_FB_C_S|MControl|M_L_D_D|M_FB_C_D|M_L_C_D|M_FB_D_S|M_FB_D_D|M_L_C_S|M_L_D_S
09/05/2018 05:58,09/05/2018 06:03,IP Address,100,293,TRUE,09/05/2018 06:03,R_sikEYVVGUGVilhL,anonymous,EN,I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,Well,Very well,Not well,Not at all well,Very well,Well,Very well,Not at all well,Not at all well,Very well,Not well,Very well,Not at all well,Not at all well,Very well,Well,Not at all well,Not well,Well,Not at all well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Neither well nor badly,Very well,Not at all well,Not at all well,Neither well nor badly,Very well,Not at all well,Well,Not at all well,Very well,Neither well nor badly,Not at all well,Not at all well,Not at all well,Very well,Very well,Not at all well,Neither well nor badly,Very well,Neither well nor badly,Well,Not well,Not well,Not well,Very well,Very well,Not well,Neither well nor badly,Very well,Not at all well,Not well,Very well,Not at all well,Very well,Not at all well,Not at all well,Very well,Very well,Not at all well,Not at all well,Not at all well,Well,Very well,Not at all well,Not at all well,Very well,Neither well nor badly,Very well,Not at all well,Not at all well,Very well,Very well,Neither well nor badly,Not at all well,Very well,Very well,Not well,Well,Not at all well,Not at all well,Neither well nor badly,Very well,Well,Very well,Not at all well,Not at all well,Very well,23,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,,MaleStimulus|FemaleStimulus,F_FB_C_D|F_L_C_D|F_FB_D_D|F_L_D_D|F_L_C_S|F_FB_C_S|Fcontrol|F_FB_D_S|F_L_D_S,M_L_C_D|M_L_D_S|M_FB_C_S|M_L_D_D|M_FB_D_S|MControl|M_L_C_S|M_FB_D_D|M_FB_C_D
09/05/2018 06:21,09/05/2018 06:28,IP Address,100,402,TRUE,09/05/2018 06:28,R_2vffOx7kAzmmCEa,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Well,Not well,Not well,Not well,Not well,Well,Not well,Not well,Not well,Not well,Well,Not well,Not well,Not well,Not well,Well,Not well,Not well,Neither well nor badly,Neither well nor badly,Well,Not well,Not at all well,Not at all well,Not well,Well,Not well,Not well,Not well,Not well,Neither well nor badly,Not well,Not well,Not well,Not well,Well,Not well,Not well,Not well,Not well,Not well,Not well,Not at all well,Not well,Not well,Well,Not well,Not well,Not well,Not well,Well,Well,Not well,Not well,Not well,Not well,Well,Not well,Not well,Not well,Well,Not well,Not well,Not well,Not well,Well,Well,Not well,Not well,Not well,Well,Well,Not well,Not well,Not well,Well,Not well,Not well,Well,Not well,Not well,Well,Not well,Not well,Not well,Well,Not well,Not well,Not well,Not well,25,England ,Female,"Facebook,Instagram,Snapchat,Whatsapp",Once a week,,FemaleStimulus|MaleStimulus,F_L_C_D|Fcontrol|F_L_D_D|F_L_C_S|F_FB_C_S|F_FB_D_D|F_FB_C_D|F_FB_D_S|F_L_D_S,M_L_D_D|M_L_C_D|M_FB_D_D|M_L_C_S|M_FB_C_D|MControl|M_L_D_S|M_FB_D_S|M_FB_C_S
09/05/2018 08:12,09/05/2018 08:18,IP Address,100,384,TRUE,09/05/2018 08:18,R_2OJX3xHddfZpSiY,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Well,Not well,Not at all well,Very well,Well,Not well,Not well,Not at all well,Well,Well,Not well,Not well,Not at all well,Not well,Not well,Well,Not at all well,Not at all well,Well,Not at all well,Well,Not well,Not at all well,Very well,Neither well nor badly,Neither well nor badly,Not at all well,Not at all well,Very well,Well,Not well,Neither well nor badly,Not at all well,Well,Not at all well,Well,Not well,,Very well,Not well,Not at all well,Well,Not well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Well,Not well,Not at all well,Well,Very well,Not at all well,Well,Not well,Very well,Very well,Neither well nor badly,Well,Not well,Well,Neither well nor badly,Well,Not well,Well,Not well,Neither well nor badly,Very well,Not at all well,Well,Not at all well,Not at all well,Well,Well,Not at all well,Not well,Not at all well,Well,Not well,Not well,Not well,Well,Not well,Well,Not at all well,Neither well nor badly,Very well,Neither well nor badly,Very well,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,,FemaleStimulus|MaleStimulus,F_FB_D_D|F_FB_C_D|F_L_C_S|F_FB_C_S|F_L_D_D|Fcontrol|F_L_D_S|F_L_C_D|F_FB_D_S,MControl|M_L_D_D|M_FB_C_S|M_L_C_S|M_L_C_D|M_FB_D_D|M_FB_C_D|M_FB_D_S|M_L_D_S
09/05/2018 08:15,09/05/2018 08:21,IP Address,100,359,TRUE,09/05/2018 08:21,R_3rVyrPjNiIycEwr,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Neither well nor badly,Well,Neither well nor badly,Not well,Not at all well,Not well,Well,Neither well nor badly,Well,Not well,Not at all well,Not well,Not at all well,Not at all well,Not at all well,Not well,Well,Well,Neither well nor badly,Not at all well,Neither well nor badly,Well,Well,Well,Not at all well,Neither well nor badly,Well,Not at all well,Not well,Not at all well,Not well,Not well,Not well,Neither well nor badly,Not at all well,Not at all well,Not well,Not well,Well,Not at all well,Not at all well,Neither well nor badly,Not well,Not well,Not at all well,Not at all well,Not at all well,Not at all well,Neither well nor badly,Not at all well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Neither well nor badly,Not at all well,Neither well nor badly,Neither well nor badly,Not well,Not well,Not well,Neither well nor badly,Well,Well,Not at all well,Not at all well,Neither well nor badly,Neither well nor badly,Not well,Well,Not at all well,Not at all well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Not at all well,Well,Well,Well,Well,Not at all well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Neither well nor badly,Not at all well,Not well,Well,Well,Well,Not at all well,19,England ,Female,"Twitter,Instagram,Snapchat,Whatsapp",Once a week,,FemaleStimulus|MaleStimulus,F_FB_C_D|F_L_D_D|F_L_D_S|Fcontrol|F_L_C_D|F_FB_C_S|F_FB_D_S|F_FB_D_D|F_L_C_S,M_L_D_S|M_L_C_S|MControl|M_FB_D_D|M_L_C_D|M_FB_C_S|M_FB_D_S|M_FB_C_D|M_L_D_D
09/05/2018 09:50,09/05/2018 10:00,IP Address,100,578,TRUE,09/05/2018 10:00,R_300IIZT15Ks7pAv,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Not at all well,Very well,Not at all well,Very well,Very well,Not at all well,Very well,Very well,Neither well nor badly,Neither well nor badly,Very well,Not at all well,Not at all well,Very well,Not at all well,Not at all well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Neither well nor badly,Well,Very well,Well,Well,Well,Very well,Well,Very well,Very well,Very well,Not at all well,Not at all well,Neither well nor badly,Very well,Not at all well,Well,Neither well nor badly,Well,Very well,Not at all well,Not at all well,Very well,Well,Neither well nor badly,Neither well nor badly,Not at all well,Well,Not at all well,Very well,Not at all well,Well,Well,Neither well nor badly,Not well,Well,Not at all well,Very well,Well,Well,Neither well nor badly,Not well,Not well,Not well,Well,Not well,Neither well nor badly,Well,Well,Very well,Well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Not well,Well,Well,Well,Not at all well,Well,Very well,Neither well nor badly,Neither well nor badly,Not at all well,Well,Well,Neither well nor badly,Not at all well,Neither well nor badly,18,Ireland,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,,MaleStimulus|FemaleStimulus,F_L_D_S|F_L_C_S|Fcontrol|F_FB_C_S|F_FB_C_D|F_L_D_D|F_FB_D_D|F_L_C_D|F_FB_D_S,M_FB_D_D|M_L_C_S|M_FB_C_S|M_FB_C_D|M_L_D_D|M_L_C_D|M_FB_D_S|M_L_D_S|MControl
09/05/2018 12:47,09/05/2018 12:57,IP Address,100,585,TRUE,09/05/2018 12:57,R_z6cYfIgnrXkLqOR,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Not at all well,Very well,Neither well nor badly,Not well,Well,Not at all well,Very well,Neither well nor badly,Not at all well,Well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Well,Not well,Well,Not well,Well,Neither well nor badly,Not well,Not well,Neither well nor badly,Neither well nor badly,Well,Not well,Not well,Well,Well,Not well,Not well,Not at all well,Not at all well,Neither well nor badly,Very well,Not at all well,Not at all well,Neither well nor badly,Neither well nor badly,Very well,Not at all well,Not at all well,Not at all well,Not well,Very well,Not at all well,Neither well nor badly,Not at all well,Neither well nor badly,Very well,Not well,Not at all well,Very well,Neither well nor badly,Not at all well,Very well,Not at all well,Very well,Neither well nor badly,Not at all well,Very well,Not well,Not well,Well,Well,Not well,Well,Neither well nor badly,Well,Very well,Not at all well,Well,Neither well nor badly,Well,Not well,Not well,Not well,Not well,Well,Well,Not well,Not well,Well,Neither well nor badly,Not at all well,Well,Not well,Well,Well,Not well,Not well,23,England,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,,FemaleStimulus|MaleStimulus,F_L_C_D|F_FB_D_S|F_FB_C_S|F_L_C_S|F_L_D_D|Fcontrol|F_FB_C_D|F_L_D_S|F_FB_D_D,M_L_C_S|M_L_D_S|M_FB_D_S|M_FB_C_D|M_FB_C_S|M_L_C_D|M_L_D_D|MControl|M_FB_D_D
09/05/2018 16:07,09/05/2018 16:16,IP Address,100,532,TRUE,09/05/2018 16:16,R_3jdKoMoNpa2qd1T,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Not at all well,Not at all well,Not at all well,Not at all well,Well,Not well,Not at all well,Well,Well,Not at all well,Well,Not at all well,Well,Well,Not at all well,Well,Not at all well,Not at all well,Well,Not at all well,Well,Not at all well,Well,Very well,Not at all well,Not at all well,Neither well nor badly,Not at all well,Very well,Well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Very well,Not at all well,Neither well nor badly,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Well,Not at all well,Not well,Well,Not well,Not at all well,Well,Not well,Well,Not at all well,Not at all well,Well,Well,Not at all well,Not at all well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Not at all well,Not well,Well,Not at all well,Well,Not at all well,Well,Well,Well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Neither well nor badly,Well,Not well,Not at all well,Not at all well,Well,Not well,Not well,Not well,24,UK,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Once a week,,MaleStimulus|FemaleStimulus,Fcontrol|F_FB_D_S|F_L_C_D|F_L_D_S|F_FB_C_D|F_L_D_D|F_FB_D_D|F_FB_C_S|F_L_C_S,M_L_C_D|M_FB_C_S|M_FB_D_S|M_FB_D_D|MControl|M_L_D_S|M_L_C_S|M_FB_C_D|M_L_D_D
09/05/2018 10:56,09/05/2018 10:57,IP Address,4,37,FALSE,10/05/2018 07:50,R_DiLZMXW7STaajQd,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MaleStimulus|FemaleStimulus,,MControl|M_L_D_S|M_L_D_D|M_FB_D_S|M_L_C_S|M_FB_C_D|M_FB_C_S|M_FB_D_D|M_L_C_D
09/05/2018 05:46,09/05/2018 06:11,IP Address,4,1530,FALSE,10/05/2018 07:50,R_UFolk0chPv8ggbn,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MaleStimulus|FemaleStimulus,,M_FB_D_D|M_L_D_S|M_FB_C_D|M_L_D_D|M_L_C_D|M_FB_C_S|MControl|M_FB_D_S|M_L_C_S
08/05/2018 14:55,08/05/2018 14:56,IP Address,4,20,FALSE,10/05/2018 07:50,R_2ZPjUUvRJLhP9HD,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FemaleStimulus|MaleStimulus,F_L_D_D|F_FB_C_S|F_FB_D_S|Fcontrol|F_L_C_S|F_FB_D_D|F_FB_C_D|F_L_C_D|F_L_D_S,
08/05/2018 10:51,08/05/2018 10:54,IP Address,42,149,FALSE,10/05/2018 07:50,R_2aeOWqkvTF3u3Uq,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Well,Well,Not well,Not well,Well,Not well,Well,Not at all well,Not well,Well,Well,Well,Not well,Not well,Not well,Very well,Neither well nor badly,Neither well nor badly,Very well,Neither well nor badly,Well,Well,Not well,Not well,Not well,Very well,Not well,Not well,Neither well nor badly,Not well,Well,Not well,Not well,Well,Not well,Very well,Not well,Not well,Well,Not well,Well,Not well,Not well,Not well,Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FemaleStimulus|MaleStimulus,F_FB_C_S|F_FB_D_S|Fcontrol|F_L_C_D|F_L_D_S|F_L_D_D|F_FB_D_D|F_L_C_S|F_FB_C_D,M_L_C_D|M_L_D_S|M_FB_D_S|M_FB_C_S|MControl|M_FB_D_D|M_L_D_D|M_FB_C_D|M_L_C_S
08/05/2018 10:19,08/05/2018 10:22,IP Address,42,213,FALSE,10/05/2018 07:50,R_XyKOJCsIVkakfPb,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not well,Not well,Not at all well,Well,Not well,Not at all well,Very well,Very well,Not well,Very well,Not well,Very well,Very well,Not at all well,Well,Not well,Well,Well,Not at all well,Well,Neither well nor badly,Well,Very well,Well,Not well,Neither well nor badly,Neither well nor badly,Very well,Not at all well,Well,Well,Not well,Not at all well,Well,Neither well nor badly,Well,Not well,Well,Not well,Well,Well,Neither well nor badly,Well,Not well,Well,,,,,,,MaleStimulus|FemaleStimulus,F_L_C_D|F_FB_C_D|F_FB_C_S|F_L_C_S|F_FB_D_S|F_L_D_S|F_L_D_D|F_FB_D_D|Fcontrol,M_FB_D_D|M_L_D_D|MControl|M_L_C_D|M_FB_D_S|M_FB_C_S|M_FB_C_D|M_L_D_S|M_L_C_S
08/05/2018 14:42,08/05/2018 14:42,IP Address,4,48,FALSE,10/05/2018 07:51,R_2YyrCn9gusuKvNX,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FemaleStimulus|MaleStimulus,F_FB_C_D|Fcontrol|F_FB_C_S|F_L_C_S|F_L_D_D|F_L_C_D|F_FB_D_D|F_FB_D_S|F_L_D_S,
08/05/2018 08:24,08/05/2018 08:31,IP Address,42,413,FALSE,10/05/2018 07:51,R_216vYsNySrPeBsZ,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not well,Not well,Not well,Well,Not well,Not well,Well,Not well,Not well,Neither well nor badly,Not well,Neither well nor badly,Not well,Not well,Well,Not well,Not well,Not well,Not at all well,Neither well nor badly,Not well,Not well,Well,Not well,Not well,Neither well nor badly,Not well,Neither well nor badly,Not well,Not well,Well,Neither well nor badly,Not well,Not well,Neither well nor badly,Not well,Neither well nor badly,Well,Not well,Neither well nor badly,Neither well nor badly,Not well,Not well,Not at all well,Well,,,,,,,MaleStimulus|FemaleStimulus,F_FB_C_D|Fcontrol|F_FB_C_S|F_FB_D_S|F_L_D_D|F_L_D_S|F_FB_D_D|F_L_C_S|F_L_C_D,M_FB_D_D|M_L_C_S|M_FB_C_D|M_L_C_D|M_L_D_D|M_FB_D_S|MControl|M_L_D_S|M_FB_C_S
